Node	IntermitentGenerators	Operationalhour	Scenario	Period	GeneratorStochasticAvailabilityRaw
Denmark	Hydrorun-of-the-river	151	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	152	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	153	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	154	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	155	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	156	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	157	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	158	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	159	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	160	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	161	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	162	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	163	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	164	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	165	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	166	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	167	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	168	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	169	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	170	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	171	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	172	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	173	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	174	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	175	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	176	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	177	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	178	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	179	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	180	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	181	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	182	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	183	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	184	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	185	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	186	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	187	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	188	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	189	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	190	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	191	scenario1	6	0.0
Denmark	Hydrorun-of-the-river	192	scenario1	6	0.0
France	Hydrorun-of-the-river	145	scenario1	6	0.266896467
France	Hydrorun-of-the-river	146	scenario1	6	0.271697649
France	Hydrorun-of-the-river	147	scenario1	6	0.267758217
France	Hydrorun-of-the-river	148	scenario1	6	0.270712791
France	Hydrorun-of-the-river	149	scenario1	6	0.26455743
France	Hydrorun-of-the-river	150	scenario1	6	0.255570602
France	Hydrorun-of-the-river	151	scenario1	6	0.255570602
France	Hydrorun-of-the-river	152	scenario1	6	0.258525175
France	Hydrorun-of-the-river	153	scenario1	6	0.281669334
France	Hydrorun-of-the-river	154	scenario1	6	0.313307891
France	Hydrorun-of-the-river	155	scenario1	6	0.329434938
France	Hydrorun-of-the-river	156	scenario1	6	0.306536994
France	Hydrorun-of-the-river	157	scenario1	6	0.288563339
France	Hydrorun-of-the-river	158	scenario1	6	0.284131479
France	Hydrorun-of-the-river	159	scenario1	6	0.275760187
France	Hydrorun-of-the-river	160	scenario1	6	0.264188108
France	Hydrorun-of-the-river	161	scenario1	6	0.241782593
France	Hydrorun-of-the-river	162	scenario1	6	0.241167057
France	Hydrorun-of-the-river	163	scenario1	6	0.247568632
France	Hydrorun-of-the-river	164	scenario1	6	0.249292133
France	Hydrorun-of-the-river	165	scenario1	6	0.24412163
France	Hydrorun-of-the-river	166	scenario1	6	0.251508064
France	Hydrorun-of-the-river	167	scenario1	6	0.279822726
France	Hydrorun-of-the-river	168	scenario1	6	0.299273667
France	Hydrorun-of-the-river	169	scenario1	6	0.280438262
France	Hydrorun-of-the-river	170	scenario1	6	0.260125569
France	Hydrorun-of-the-river	171	scenario1	6	0.263818786
France	Hydrorun-of-the-river	172	scenario1	6	0.255693709
France	Hydrorun-of-the-river	173	scenario1	6	0.246829989
France	Hydrorun-of-the-river	174	scenario1	6	0.236981411
France	Hydrorun-of-the-river	175	scenario1	6	0.236858304
France	Hydrorun-of-the-river	176	scenario1	6	0.236858304
France	Hydrorun-of-the-river	177	scenario1	6	0.2419057
France	Hydrorun-of-the-river	178	scenario1	6	0.273790472
France	Hydrorun-of-the-river	179	scenario1	6	0.291517912
France	Hydrorun-of-the-river	180	scenario1	6	0.289425089
France	Hydrorun-of-the-river	181	scenario1	6	0.258402068
France	Hydrorun-of-the-river	182	scenario1	6	0.245106488
France	Hydrorun-of-the-river	183	scenario1	6	0.239320448
France	Hydrorun-of-the-river	184	scenario1	6	0.225409332
France	Hydrorun-of-the-river	185	scenario1	6	0.216422504
France	Hydrorun-of-the-river	186	scenario1	6	0.215560753
France	Hydrorun-of-the-river	187	scenario1	6	0.209282285
France	Hydrorun-of-the-river	188	scenario1	6	0.207928105
France	Hydrorun-of-the-river	189	scenario1	6	0.211621322
France	Hydrorun-of-the-river	190	scenario1	6	0.215806968
France	Hydrorun-of-the-river	191	scenario1	6	0.2419057
France	Hydrorun-of-the-river	192	scenario1	6	0.260248677
Germany	Solar	193	scenario1	6	0.0
Germany	Solar	194	scenario1	6	0.0
Germany	Solar	195	scenario1	6	0.0
Germany	Solar	196	scenario1	6	0.0
Germany	Solar	197	scenario1	6	0.057
Germany	Solar	198	scenario1	6	0.19
Germany	Solar	199	scenario1	6	0.293
Germany	Solar	200	scenario1	6	0.0
Germany	Solar	201	scenario1	6	0.0
Germany	Solar	202	scenario1	6	0.0
Germany	Solar	203	scenario1	6	0.0
Germany	Solar	204	scenario1	6	0.057
Germany	Solar	205	scenario1	6	0.19
Germany	Solar	206	scenario1	6	0.293
Denmark	Solar	193	scenario1	6	0.0
Denmark	Solar	194	scenario1	6	0.0
Denmark	Solar	195	scenario1	6	0.0
Denmark	Solar	196	scenario1	6	0.0
Denmark	Solar	197	scenario1	6	0.0
Denmark	Solar	198	scenario1	6	0.016
Denmark	Solar	199	scenario1	6	0.053
Denmark	Solar	200	scenario1	6	0.0
Denmark	Solar	201	scenario1	6	0.0
Denmark	Solar	202	scenario1	6	0.0
Denmark	Solar	203	scenario1	6	0.0
Denmark	Solar	204	scenario1	6	0.0
Denmark	Solar	205	scenario1	6	0.016
Denmark	Solar	206	scenario1	6	0.053
France	Solar	193	scenario1	6	0.0
France	Solar	194	scenario1	6	0.0
France	Solar	195	scenario1	6	0.0
France	Solar	196	scenario1	6	0.0
France	Solar	197	scenario1	6	0.033
France	Solar	198	scenario1	6	0.214
France	Solar	199	scenario1	6	0.379
France	Solar	200	scenario1	6	0.0
France	Solar	201	scenario1	6	0.0
France	Solar	202	scenario1	6	0.0
France	Solar	203	scenario1	6	0.0
France	Solar	204	scenario1	6	0.033
France	Solar	205	scenario1	6	0.214
France	Solar	206	scenario1	6	0.379
Germany	Windonshore	193	scenario1	6	0.0599
Germany	Windonshore	194	scenario1	6	0.0572
Germany	Windonshore	195	scenario1	6	0.0558
Germany	Windonshore	196	scenario1	6	0.0558
Germany	Windonshore	197	scenario1	6	0.0551
Germany	Windonshore	198	scenario1	6	0.0475
Germany	Windonshore	199	scenario1	6	0.036
Germany	Windonshore	200	scenario1	6	0.0599
Germany	Windonshore	201	scenario1	6	0.0572
Germany	Windonshore	202	scenario1	6	0.0558
Germany	Windonshore	203	scenario1	6	0.0558
Germany	Windonshore	204	scenario1	6	0.0551
Germany	Windonshore	205	scenario1	6	0.0475
Germany	Windonshore	206	scenario1	6	0.036
Denmark	Windonshore	193	scenario1	6	0.2586
Denmark	Windonshore	194	scenario1	6	0.2642
Denmark	Windonshore	195	scenario1	6	0.2746
Denmark	Windonshore	196	scenario1	6	0.2807
Denmark	Windonshore	197	scenario1	6	0.2889
Denmark	Windonshore	198	scenario1	6	0.2908
Denmark	Windonshore	199	scenario1	6	0.2903
Denmark	Windonshore	200	scenario1	6	0.2586
Denmark	Windonshore	201	scenario1	6	0.2642
Denmark	Windonshore	202	scenario1	6	0.2746
Denmark	Windonshore	203	scenario1	6	0.2807
Denmark	Windonshore	204	scenario1	6	0.2889
Denmark	Windonshore	205	scenario1	6	0.2908
Denmark	Windonshore	206	scenario1	6	0.2903
France	Windonshore	193	scenario1	6	0.1787
France	Windonshore	194	scenario1	6	0.1861
France	Windonshore	195	scenario1	6	0.1909
France	Windonshore	196	scenario1	6	0.1928
France	Windonshore	197	scenario1	6	0.193
France	Windonshore	198	scenario1	6	0.1657
France	Windonshore	199	scenario1	6	0.1236
France	Windonshore	200	scenario1	6	0.1787
France	Windonshore	201	scenario1	6	0.1861
France	Windonshore	202	scenario1	6	0.1909
France	Windonshore	203	scenario1	6	0.1928
France	Windonshore	204	scenario1	6	0.193
France	Windonshore	205	scenario1	6	0.1657
France	Windonshore	206	scenario1	6	0.1236
Germany	Windoffshore	193	scenario1	6	0.0845
Germany	Windoffshore	194	scenario1	6	0.0854
Germany	Windoffshore	195	scenario1	6	0.0825
Germany	Windoffshore	196	scenario1	6	0.0771
Germany	Windoffshore	197	scenario1	6	0.0744
Germany	Windoffshore	198	scenario1	6	0.0711
Germany	Windoffshore	199	scenario1	6	0.0736
Germany	Windoffshore	200	scenario1	6	0.0845
Germany	Windoffshore	201	scenario1	6	0.0854
Germany	Windoffshore	202	scenario1	6	0.0825
Germany	Windoffshore	203	scenario1	6	0.0771
Germany	Windoffshore	204	scenario1	6	0.0744
Germany	Windoffshore	205	scenario1	6	0.0711
Germany	Windoffshore	206	scenario1	6	0.0736
Denmark	Windoffshore	193	scenario1	6	0.3359
Denmark	Windoffshore	194	scenario1	6	0.3363
Denmark	Windoffshore	195	scenario1	6	0.3415
Denmark	Windoffshore	196	scenario1	6	0.3415
Denmark	Windoffshore	197	scenario1	6	0.347
Denmark	Windoffshore	198	scenario1	6	0.3547
Denmark	Windoffshore	199	scenario1	6	0.3639
Denmark	Windoffshore	200	scenario1	6	0.3359
Denmark	Windoffshore	201	scenario1	6	0.3363
Denmark	Windoffshore	202	scenario1	6	0.3415
Denmark	Windoffshore	203	scenario1	6	0.3415
Denmark	Windoffshore	204	scenario1	6	0.347
Denmark	Windoffshore	205	scenario1	6	0.3547
Denmark	Windoffshore	206	scenario1	6	0.3639
France	Windoffshore	193	scenario1	6	0.2713
France	Windoffshore	194	scenario1	6	0.2688
France	Windoffshore	195	scenario1	6	0.2601
France	Windoffshore	196	scenario1	6	0.2589
France	Windoffshore	197	scenario1	6	0.254
France	Windoffshore	198	scenario1	6	0.174
France	Windoffshore	199	scenario1	6	0.1394
France	Windoffshore	200	scenario1	6	0.2713
France	Windoffshore	201	scenario1	6	0.2688
France	Windoffshore	202	scenario1	6	0.2601
France	Windoffshore	203	scenario1	6	0.2589
France	Windoffshore	204	scenario1	6	0.254
France	Windoffshore	205	scenario1	6	0.174
France	Windoffshore	206	scenario1	6	0.1394
Germany	Hydrorun-of-the-river	193	scenario1	6	0.398400983
Germany	Hydrorun-of-the-river	194	scenario1	6	0.398890105
Germany	Hydrorun-of-the-river	195	scenario1	6	0.395982406
Germany	Hydrorun-of-the-river	196	scenario1	6	0.399109817
Germany	Hydrorun-of-the-river	197	scenario1	6	0.400621646
Germany	Hydrorun-of-the-river	198	scenario1	6	0.402743787
Germany	Hydrorun-of-the-river	199	scenario1	6	0.40293124
Germany	Hydrorun-of-the-river	200	scenario1	6	0.398400983
Germany	Hydrorun-of-the-river	201	scenario1	6	0.398890105
Germany	Hydrorun-of-the-river	202	scenario1	6	0.395982406
Germany	Hydrorun-of-the-river	203	scenario1	6	0.399109817
Germany	Hydrorun-of-the-river	204	scenario1	6	0.400621646
Germany	Hydrorun-of-the-river	205	scenario1	6	0.402743787
Germany	Hydrorun-of-the-river	206	scenario1	6	0.40293124
Denmark	Hydrorun-of-the-river	193	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	194	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	195	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	196	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	197	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	198	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	199	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	200	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	201	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	202	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	203	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	204	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	205	scenario1	6	0.4
Denmark	Hydrorun-of-the-river	206	scenario1	6	0.4
France	Hydrorun-of-the-river	193	scenario1	6	0.483688293
France	Hydrorun-of-the-river	194	scenario1	6	0.506340022
France	Hydrorun-of-the-river	195	scenario1	6	0.595100332
France	Hydrorun-of-the-river	196	scenario1	6	0.672165456
France	Hydrorun-of-the-river	197	scenario1	6	0.706019943
France	Hydrorun-of-the-river	198	scenario1	6	0.710082482
France	Hydrorun-of-the-river	199	scenario1	6	0.712667734
France	Hydrorun-of-the-river	200	scenario1	6	0.483688293
France	Hydrorun-of-the-river	201	scenario1	6	0.506340022
France	Hydrorun-of-the-river	202	scenario1	6	0.595100332
France	Hydrorun-of-the-river	203	scenario1	6	0.672165456
France	Hydrorun-of-the-river	204	scenario1	6	0.706019943
France	Hydrorun-of-the-river	205	scenario1	6	0.710082482
France	Hydrorun-of-the-river	206	scenario1	6	0.712667734
Germany	Solar	1	scenario1	7	0.557
Germany	Solar	2	scenario1	7	0.51
Germany	Solar	3	scenario1	7	0.421
Germany	Solar	4	scenario1	7	0.299
Germany	Solar	5	scenario1	7	0.165
Germany	Solar	6	scenario1	7	0.053
Germany	Solar	7	scenario1	7	0.0
Germany	Solar	8	scenario1	7	0.0
Germany	Solar	9	scenario1	7	0.0
Germany	Solar	10	scenario1	7	0.0
Germany	Solar	11	scenario1	7	0.0
Germany	Solar	12	scenario1	7	0.0
Germany	Solar	13	scenario1	7	0.0
Germany	Solar	14	scenario1	7	0.0
Germany	Solar	15	scenario1	7	0.0
Germany	Solar	16	scenario1	7	0.0
Germany	Solar	17	scenario1	7	0.0
Germany	Solar	18	scenario1	7	0.0
Germany	Solar	19	scenario1	7	0.011
Germany	Solar	20	scenario1	7	0.085
Germany	Solar	21	scenario1	7	0.19
Germany	Solar	22	scenario1	7	0.331
Germany	Solar	23	scenario1	7	0.442
Germany	Solar	24	scenario1	7	0.492
Germany	Solar	25	scenario1	7	0.492
Germany	Solar	26	scenario1	7	0.443
Germany	Solar	27	scenario1	7	0.366
Germany	Solar	28	scenario1	7	0.257
Germany	Solar	29	scenario1	7	0.135
Germany	Solar	30	scenario1	7	0.045
Germany	Solar	31	scenario1	7	0.0
Germany	Solar	32	scenario1	7	0.0
Germany	Solar	33	scenario1	7	0.0
Germany	Solar	34	scenario1	7	0.0
Germany	Solar	35	scenario1	7	0.0
Germany	Solar	36	scenario1	7	0.0
Germany	Solar	37	scenario1	7	0.0
Germany	Solar	38	scenario1	7	0.0
Germany	Solar	39	scenario1	7	0.0
Germany	Solar	40	scenario1	7	0.0
Germany	Solar	41	scenario1	7	0.0
Germany	Solar	42	scenario1	7	0.0
Germany	Solar	43	scenario1	7	0.015
Germany	Solar	44	scenario1	7	0.103
Germany	Solar	45	scenario1	7	0.239
Germany	Solar	46	scenario1	7	0.372
Germany	Solar	47	scenario1	7	0.457
Germany	Solar	48	scenario1	7	0.492
Denmark	Solar	1	scenario1	7	0.377
Denmark	Solar	2	scenario1	7	0.438
Denmark	Solar	3	scenario1	7	0.395
Denmark	Solar	4	scenario1	7	0.256
Denmark	Solar	5	scenario1	7	0.116
Denmark	Solar	6	scenario1	7	0.025
Denmark	Solar	7	scenario1	7	0.0
Denmark	Solar	8	scenario1	7	0.0
Denmark	Solar	9	scenario1	7	0.0
Denmark	Solar	10	scenario1	7	0.0
Denmark	Solar	11	scenario1	7	0.0
Denmark	Solar	12	scenario1	7	0.0
Denmark	Solar	13	scenario1	7	0.0
Denmark	Solar	14	scenario1	7	0.0
Denmark	Solar	15	scenario1	7	0.0
Denmark	Solar	16	scenario1	7	0.0
Denmark	Solar	17	scenario1	7	0.0
Denmark	Solar	18	scenario1	7	0.0
Denmark	Solar	19	scenario1	7	0.003
Denmark	Solar	20	scenario1	7	0.043
Denmark	Solar	21	scenario1	7	0.109
Denmark	Solar	22	scenario1	7	0.2
Denmark	Solar	23	scenario1	7	0.283
Denmark	Solar	24	scenario1	7	0.345
Denmark	Solar	25	scenario1	7	0.36
Denmark	Solar	26	scenario1	7	0.325
Denmark	Solar	27	scenario1	7	0.26
Denmark	Solar	28	scenario1	7	0.168
Denmark	Solar	29	scenario1	7	0.077
Denmark	Solar	30	scenario1	7	0.023
Denmark	Solar	31	scenario1	7	0.0
Denmark	Solar	32	scenario1	7	0.0
Denmark	Solar	33	scenario1	7	0.0
Denmark	Solar	34	scenario1	7	0.0
Denmark	Solar	35	scenario1	7	0.0
Denmark	Solar	36	scenario1	7	0.0
Denmark	Solar	37	scenario1	7	0.0
Denmark	Solar	38	scenario1	7	0.0
Denmark	Solar	39	scenario1	7	0.0
Denmark	Solar	40	scenario1	7	0.0
Denmark	Solar	41	scenario1	7	0.0
Denmark	Solar	42	scenario1	7	0.0
Denmark	Solar	43	scenario1	7	0.006
Denmark	Solar	44	scenario1	7	0.057
Denmark	Solar	45	scenario1	7	0.12
Denmark	Solar	46	scenario1	7	0.173
Denmark	Solar	47	scenario1	7	0.202
Denmark	Solar	48	scenario1	7	0.201
France	Solar	1	scenario1	7	0.619
France	Solar	2	scenario1	7	0.606
France	Solar	3	scenario1	7	0.542
France	Solar	4	scenario1	7	0.435
France	Solar	5	scenario1	7	0.291
France	Solar	6	scenario1	7	0.138
France	Solar	7	scenario1	7	0.022
France	Solar	8	scenario1	7	0.0
France	Solar	9	scenario1	7	0.0
France	Solar	10	scenario1	7	0.0
France	Solar	11	scenario1	7	0.0
France	Solar	12	scenario1	7	0.0
France	Solar	13	scenario1	7	0.0
France	Solar	14	scenario1	7	0.0
France	Solar	15	scenario1	7	0.0
France	Solar	16	scenario1	7	0.0
France	Solar	17	scenario1	7	0.0
France	Solar	18	scenario1	7	0.0
France	Solar	19	scenario1	7	0.0
France	Solar	20	scenario1	7	0.038
France	Solar	21	scenario1	7	0.126
France	Solar	22	scenario1	7	0.233
France	Solar	23	scenario1	7	0.326
France	Solar	24	scenario1	7	0.38
France	Solar	25	scenario1	7	0.373
France	Solar	26	scenario1	7	0.332
France	Solar	27	scenario1	7	0.271
France	Solar	28	scenario1	7	0.196
France	Solar	29	scenario1	7	0.122
France	Solar	30	scenario1	7	0.051
France	Solar	31	scenario1	7	0.007
France	Solar	32	scenario1	7	0.0
France	Solar	33	scenario1	7	0.0
France	Solar	34	scenario1	7	0.0
France	Solar	35	scenario1	7	0.0
France	Solar	36	scenario1	7	0.0
France	Solar	37	scenario1	7	0.0
France	Solar	38	scenario1	7	0.0
France	Solar	39	scenario1	7	0.0
France	Solar	40	scenario1	7	0.0
France	Solar	41	scenario1	7	0.0
France	Solar	42	scenario1	7	0.0
France	Solar	43	scenario1	7	0.0
France	Solar	44	scenario1	7	0.018
France	Solar	45	scenario1	7	0.08
France	Solar	46	scenario1	7	0.177
France	Solar	47	scenario1	7	0.277
France	Solar	48	scenario1	7	0.355
Germany	Windonshore	1	scenario1	7	0.0602
Germany	Windonshore	2	scenario1	7	0.0672
Germany	Windonshore	3	scenario1	7	0.0706
Germany	Windonshore	4	scenario1	7	0.0683
Germany	Windonshore	5	scenario1	7	0.0562
Germany	Windonshore	6	scenario1	7	0.0459
Germany	Windonshore	7	scenario1	7	0.0463
Germany	Windonshore	8	scenario1	7	0.0477
Germany	Windonshore	9	scenario1	7	0.0487
Germany	Windonshore	10	scenario1	7	0.0492
Germany	Windonshore	11	scenario1	7	0.0499
Germany	Windonshore	12	scenario1	7	0.0476
Germany	Windonshore	13	scenario1	7	0.0415
Germany	Windonshore	14	scenario1	7	0.0351
Germany	Windonshore	15	scenario1	7	0.0304
Germany	Windonshore	16	scenario1	7	0.0271
Germany	Windonshore	17	scenario1	7	0.0249
Germany	Windonshore	18	scenario1	7	0.023
Germany	Windonshore	19	scenario1	7	0.0208
Germany	Windonshore	20	scenario1	7	0.012
Germany	Windonshore	21	scenario1	7	0.0058
Germany	Windonshore	22	scenario1	7	0.0057
Germany	Windonshore	23	scenario1	7	0.0068
Germany	Windonshore	24	scenario1	7	0.0075
Germany	Windonshore	25	scenario1	7	0.0078
Germany	Windonshore	26	scenario1	7	0.0074
Germany	Windonshore	27	scenario1	7	0.0065
Germany	Windonshore	28	scenario1	7	0.0058
Germany	Windonshore	29	scenario1	7	0.0047
Germany	Windonshore	30	scenario1	7	0.0064
Germany	Windonshore	31	scenario1	7	0.0106
Germany	Windonshore	32	scenario1	7	0.0158
Germany	Windonshore	33	scenario1	7	0.026
Germany	Windonshore	34	scenario1	7	0.0436
Germany	Windonshore	35	scenario1	7	0.0609
Germany	Windonshore	36	scenario1	7	0.0733
Germany	Windonshore	37	scenario1	7	0.0785
Germany	Windonshore	38	scenario1	7	0.0809
Germany	Windonshore	39	scenario1	7	0.0867
Germany	Windonshore	40	scenario1	7	0.0933
Germany	Windonshore	41	scenario1	7	0.0909
Germany	Windonshore	42	scenario1	7	0.0872
Germany	Windonshore	43	scenario1	7	0.0847
Germany	Windonshore	44	scenario1	7	0.0716
Germany	Windonshore	45	scenario1	7	0.066
Germany	Windonshore	46	scenario1	7	0.0997
Germany	Windonshore	47	scenario1	7	0.131
Germany	Windonshore	48	scenario1	7	0.1391
Denmark	Windonshore	1	scenario1	7	0.5205
Denmark	Windonshore	2	scenario1	7	0.5306
Denmark	Windonshore	3	scenario1	7	0.5249
Denmark	Windonshore	4	scenario1	7	0.486
Denmark	Windonshore	5	scenario1	7	0.4313
Denmark	Windonshore	6	scenario1	7	0.3782
Denmark	Windonshore	7	scenario1	7	0.3414
Denmark	Windonshore	8	scenario1	7	0.3005
Denmark	Windonshore	9	scenario1	7	0.2461
Denmark	Windonshore	10	scenario1	7	0.194
Denmark	Windonshore	11	scenario1	7	0.1646
Denmark	Windonshore	12	scenario1	7	0.1338
Denmark	Windonshore	13	scenario1	7	0.1111
Denmark	Windonshore	14	scenario1	7	0.0886
Denmark	Windonshore	15	scenario1	7	0.0722
Denmark	Windonshore	16	scenario1	7	0.0575
Denmark	Windonshore	17	scenario1	7	0.0463
Denmark	Windonshore	18	scenario1	7	0.0391
Denmark	Windonshore	19	scenario1	7	0.0316
Denmark	Windonshore	20	scenario1	7	0.0227
Denmark	Windonshore	21	scenario1	7	0.0147
Denmark	Windonshore	22	scenario1	7	0.009
Denmark	Windonshore	23	scenario1	7	0.0058
Denmark	Windonshore	24	scenario1	7	0.0043
Denmark	Windonshore	25	scenario1	7	0.0032
Denmark	Windonshore	26	scenario1	7	0.0023
Denmark	Windonshore	27	scenario1	7	0.0018
Denmark	Windonshore	28	scenario1	7	0.0017
Denmark	Windonshore	29	scenario1	7	0.0024
Denmark	Windonshore	30	scenario1	7	0.0037
Denmark	Windonshore	31	scenario1	7	0.0055
Denmark	Windonshore	32	scenario1	7	0.0064
Denmark	Windonshore	33	scenario1	7	0.006
Denmark	Windonshore	34	scenario1	7	0.0053
Denmark	Windonshore	35	scenario1	7	0.0054
Denmark	Windonshore	36	scenario1	7	0.0058
Denmark	Windonshore	37	scenario1	7	0.0061
Denmark	Windonshore	38	scenario1	7	0.0066
Denmark	Windonshore	39	scenario1	7	0.0086
Denmark	Windonshore	40	scenario1	7	0.014
Denmark	Windonshore	41	scenario1	7	0.0179
Denmark	Windonshore	42	scenario1	7	0.0189
Denmark	Windonshore	43	scenario1	7	0.0193
Denmark	Windonshore	44	scenario1	7	0.0179
Denmark	Windonshore	45	scenario1	7	0.0155
Denmark	Windonshore	46	scenario1	7	0.0264
Denmark	Windonshore	47	scenario1	7	0.051
Denmark	Windonshore	48	scenario1	7	0.0835
France	Windonshore	1	scenario1	7	0.0507
France	Windonshore	2	scenario1	7	0.0511
France	Windonshore	3	scenario1	7	0.0518
France	Windonshore	4	scenario1	7	0.0542
France	Windonshore	5	scenario1	7	0.0574
France	Windonshore	6	scenario1	7	0.0609
France	Windonshore	7	scenario1	7	0.087
France	Windonshore	8	scenario1	7	0.1264
France	Windonshore	9	scenario1	7	0.1434
France	Windonshore	10	scenario1	7	0.1443
France	Windonshore	11	scenario1	7	0.1386
France	Windonshore	12	scenario1	7	0.1307
France	Windonshore	13	scenario1	7	0.1183
France	Windonshore	14	scenario1	7	0.1048
France	Windonshore	15	scenario1	7	0.0923
France	Windonshore	16	scenario1	7	0.0847
France	Windonshore	17	scenario1	7	0.082
France	Windonshore	18	scenario1	7	0.0806
France	Windonshore	19	scenario1	7	0.0825
France	Windonshore	20	scenario1	7	0.0804
France	Windonshore	21	scenario1	7	0.0622
France	Windonshore	22	scenario1	7	0.0641
France	Windonshore	23	scenario1	7	0.0658
France	Windonshore	24	scenario1	7	0.0664
France	Windonshore	25	scenario1	7	0.0689
France	Windonshore	26	scenario1	7	0.0733
France	Windonshore	27	scenario1	7	0.0787
France	Windonshore	28	scenario1	7	0.0852
France	Windonshore	29	scenario1	7	0.0947
France	Windonshore	30	scenario1	7	0.103
France	Windonshore	31	scenario1	7	0.1151
France	Windonshore	32	scenario1	7	0.1352
France	Windonshore	33	scenario1	7	0.1531
France	Windonshore	34	scenario1	7	0.1744
France	Windonshore	35	scenario1	7	0.1925
France	Windonshore	36	scenario1	7	0.2057
France	Windonshore	37	scenario1	7	0.2166
France	Windonshore	38	scenario1	7	0.2288
France	Windonshore	39	scenario1	7	0.2335
France	Windonshore	40	scenario1	7	0.233
France	Windonshore	41	scenario1	7	0.2207
France	Windonshore	42	scenario1	7	0.2101
France	Windonshore	43	scenario1	7	0.1989
France	Windonshore	44	scenario1	7	0.1938
France	Windonshore	45	scenario1	7	0.1916
France	Windonshore	46	scenario1	7	0.2101
France	Windonshore	47	scenario1	7	0.2214
France	Windonshore	48	scenario1	7	0.2306
Germany	Windoffshore	1	scenario1	7	0.3489
Germany	Windoffshore	2	scenario1	7	0.3518
Germany	Windoffshore	3	scenario1	7	0.3443
Germany	Windoffshore	4	scenario1	7	0.3222
Germany	Windoffshore	5	scenario1	7	0.3014
Germany	Windoffshore	6	scenario1	7	0.2824
Germany	Windoffshore	7	scenario1	7	0.2576
Germany	Windoffshore	8	scenario1	7	0.2254
Germany	Windoffshore	9	scenario1	7	0.1922
Germany	Windoffshore	10	scenario1	7	0.1643
Germany	Windoffshore	11	scenario1	7	0.1381
Germany	Windoffshore	12	scenario1	7	0.1161
Germany	Windoffshore	13	scenario1	7	0.0963
Germany	Windoffshore	14	scenario1	7	0.0787
Germany	Windoffshore	15	scenario1	7	0.0616
Germany	Windoffshore	16	scenario1	7	0.0471
Germany	Windoffshore	17	scenario1	7	0.0372
Germany	Windoffshore	18	scenario1	7	0.0323
Germany	Windoffshore	19	scenario1	7	0.0299
Germany	Windoffshore	20	scenario1	7	0.0262
Germany	Windoffshore	21	scenario1	7	0.0217
Germany	Windoffshore	22	scenario1	7	0.0177
Germany	Windoffshore	23	scenario1	7	0.0139
Germany	Windoffshore	24	scenario1	7	0.0102
Germany	Windoffshore	25	scenario1	7	0.0062
Germany	Windoffshore	26	scenario1	7	0.0033
