Unnamed:_1	Unnamed:_2	Unnamed:_3
8	30	263205.95866725687
8	31	263367.1981395114
8	32	264093.32125269645
8	33	264575.4274218597
8	34	264349.7393183725
8	35	263519.311340504
8	36	262601.5777505618
8	37	298139.57742259005
8	38	298930.7549140829
8	39	298243.85755494033
8	40	297926.43912790023
8	41	297162.17217656213
8	42	295776.00844305917
8	43	294231.1849363193
8	44	292658.2486346761
8	45	290938.0186254057
8	46	289768.03144400334
8	47	289836.8870509191
8	48	290803.63142575644
8	49	374075.2840177055
8	50	376878.0741969592
8	51	374141.3794607945
8	52	366096.2849801384
8	53	360875.5668634292
8	54	356854.05788517976
8	55	352100.1712259847
8	56	349768.29787743266
8	57	353433.5330463986
8	58	368675.125143195
8	59	390125.17102790345
8	60	407869.3513680947
8	61	413618.4290130459
8	62	409737.2648288923
8	63	401282.0762183944
8	64	392370.8382256855
8	65	384430.7458027715
8	66	373414.53366498504
8	67	363126.0336250299
8	68	356793.3725735284
8	69	358377.02933825285
8	70	367169.79644355143
8	71	371288.4669864543
8	72	370339.28469365835
8	73	366887.5780068647
8	74	372940.90489534
8	75	374371.74661865726
8	76	371380.3060850123
8	77	367412.99934327474
8	78	365460.2768073271
8	79	366197.85834974056
8	80	372426.75712517713
8	81	379229.79262490704
8	82	382576.77064469404
8	83	391865.40820220567
8	84	408718.9470066453
8	85	415643.79813889146
8	86	409425.8943626345
8	87	396083.5752738519
8	88	384278.6739633191
8	89	376646.14167340053
8	90	366213.1932071145
8	91	359743.2814871278
8	92	357662.4348198789
8	93	353309.2454068158
8	94	349081.3117083595
8	95	348769.34041917726
8	96	355934.747267501
