i,v_i,xi_i,Q_i
4,"[9988.580356814247, 3720.7482166364593, 132363.74810077142, 14959.703196902487, 106997.99702944435, 17179.005848324086, 56311.29017581226, 13861.177626594139, 40670.672779058186, 10798.516708174197, 2765.058185977179, 2300.35527504556]","[-1.6410393820771616, -2.1651982954964795, 13.237338608343157, -2.8976042369230846, 7.286347496587084, -0.9613021098687594, -2.6077336110359846, -11.14715838342804, 3.8403588176230583, -1.9333803860224181, 10.796300377232635, 3.6454382898206683, -3.574522688567159, -5.903623255206769, 1.4481432511361447, 3.4518008388912875, 5.0430738597905584, -7.2025038537416295, -4.051760279414616, 1.6126090629470415, -5.554764664514681, -0.7057813049450303, 0.405401668643594, -1.8491904677363544, 3.967043791360881, -5.575343329576554, -0.45780453692724704, 1.3102424557301096, 3.4968274489039968, 1.9037593776984287, -0.012847738044318983, -1.0504246536111002, -4.441575866715896, 0.9491785908417182, 3.1943222344061626, 2.930829780987627, -2.5941450595933135, -1.4939383106218986, -1.097482708532283, 2.2920897795507953, -1.134521199543813, 0.6239107700512946, 0.37534197770663424, 2.8673042842557144, -0.6935479818498724, 0.5963083589623731, 1.4744654522113578, -0.1790941516510511, -0.4678971457671222, 0.2452703934083794, -0.2542553676680283, 0.7078361567159713, 0.8789731497485564, 1.4170513860720984, -0.36513721141255806, -1.3392947955804881, 1.701520637588966, 1.6362096981402194, -0.7302355772862061, 0.9837509172682976, -1.2780990879908498, 0.9562295561263793, -1.0547707789896477, 1.9481601356571485, 0.38306896676606034, 1.8168648108963072, -1.1732997031556704, 0.20900502759096407, -0.9910834905603917, -0.1604904488465166, 0.3351643407742913, 1.4047264102834773, 0.04201706193972247]",74921099394804.1
4,"[9988.474543699995, 3720.748221896348, 153001.3544533683, 48011.00235398387, 55630.732679923654, 17178.119968245486, 182248.97580895404, 13861.144268292137, 20776.828464624687, 8.956612184882253, 2765.1445573780447, 2300.008627553526]","[-3.1940607019748484, -7.956456598151116, 7.223904983590391, 2.8431971121268695, 1.6244268296310607, -8.992593332266328, 3.3435955145122795, 17.8479534557566, 1.4438185007145483, -8.933775676298946, 11.06876118114188, -5.036100622317836, -1.8863608242418617, 4.294432029865494, 2.21957511723809, -0.1831675216635034, 1.5967177615455572, -8.024243695461012, 2.379946472283034, -3.8006140439209464, 5.7042508904687175, -0.5945350921460689, -3.2904114589619047, -3.0372840143290714, -2.250177693147386, 0.21961690349233257, 6.595388250020168, -0.010672998591040789, 2.426265456649603, 1.1265391709128643, 1.2452267653331732, 2.857753508969706, 0.6846609649677441, -2.333169838617375, 2.9175675870821713, -3.0198829443386788, -4.179893588181023, -2.2788170744729923, -0.7234225989429088, 2.146622565717856, 0.7710266806711645, -2.2411965247067553, 1.4417584916685005, 2.857807433112964, -1.5970151373612764, -1.365858085890801, 3.4670947912592927, -0.8370689641478084, 0.05353438289360066, 3.4837017392884424, -1.0331906950681256, 0.2073634527888105, 3.0393251560071723, -0.6224025917578241, 2.050325742419819, -2.424583038166939, -0.5611467718761497, 0.488268933546621, -2.7816955741572684, -0.47220479447104025, 1.5236661716437132, 0.05175068292388131, -3.503198933402932, -2.0139940299554056, -0.6723839455837282, 1.3733562189038664, -0.035288081978957365, -0.8891358561478148, 0.30242075377791333, 1.2452647006412494, 1.8537197757114312, -1.7605216169634093, 0.10272990243530013]",70145932956869.65
4,"[9988.474543699995, 3720.748221896348, 153001.3544533683, 48011.00235398387, 55630.732679923654, 17178.119968245486, 182248.97580895404, 13861.144268292137, 20776.828464624687, 8.956612184882253, 2765.1445573780447, 2300.008627553526]","[-2.680579933179461, -8.95732150712491, 0.9178976782715313, -7.866275137521504, 10.19452260731717, -4.224903835062748, 5.292353318487749, 4.651199513849287, 5.462020416572488, 0.30418105111085747, -1.007661369162658, 7.155118869931871, -10.22671148082253, 3.2450244368697434, -1.3504762528974124, 6.629352561452208, -2.0101558822031516, 2.1306925111708472, 1.683693900448393, -0.9859562044525012, 1.2986437525151326, 1.5242590661246638, 3.9986059588521314, 1.0058264038028544, -5.104172766305562, 7.025513870951866, 1.3892943116467393, 0.7260214377639049, -5.599461846920536, -4.163941891057163, -1.730736378456719, -0.35923629727459205, -0.12089546853585503, 3.664629789093542, 0.4253403812540393, 2.6594976062645825, 2.90646976723344, 1.8836575414679344, 0.16582976311654782, 0.13268517393826806, 2.2104606441955186, 0.16913242631462758, 1.4754219868987124, 1.863146204748084, 1.9092611345656854, -1.9530199425783257, 1.4574616442871653, 0.6013360098437883, 1.1721173263768683, 1.0674413399963418, -1.7808601377570805, 0.4477264347694296, -2.941803626832268, 0.7771830609569129, 0.27248896507969367, -0.13254465195046372, -0.5033448605419285, -1.7816836517241197, 0.5990332210479629, 2.817881147932782, 1.649745895207833, -0.6718572993975931, 0.9450757362023806, 0.8931737054170729, -1.1531590850661344, 1.3232346399835988, 0.1892486401311557, -0.6669964294681573, -0.9479257516883307, 0.08205676902517167, -0.18108557550811694, -1.0352549056453955, 0.4004585845307478]",70894674666780.62
4,"[9988.462213716155, 3719.871295290244, 123860.84656238166, 87722.69985765083, 55630.724868403224, 17179.352737929486, 56310.889152087526, 13861.033603565736, 118122.37970736163, 212824.6110982067, 2765.0790433255606, 2300.0731443049795]","[-2.424378813062568, 16.348450099512252, 6.322788189425302, 0.9312571627658018, -8.029628862599795, -4.655840688474906, 9.432323383355376, -8.892939012623996, 7.112475722765391, -3.939799743842155, -1.6247262852316322, -9.341134854557676, -0.5265942052869403, -6.622314075705626, -7.607597343299245, -6.836235630246998, 5.300051319864273, 4.240949004707661, 3.1152762427318423, -1.7652851138950811, 2.700438436492607, 3.5941824415403962, 8.977751185843914, 1.966904611667799, -1.9440266707455525, -5.663621880192205, 1.3475324052569804, 3.5894025918720547, -2.587941083675855, 1.9124467328969337, 1.5869904241742563, 0.005067895138585987, -3.040847468830689, -1.1314321425029559, 1.2761214031042718, 2.9612757071975446, -0.07134376567326678, 2.073075533189648, 2.246382921008589, 1.3709047546464237, 3.002409621039819, -1.6812689021267162, -2.0217643760736723, 1.0822293020345752, -0.20197329598378538, 0.5829129639316786, 1.3859346215691644, -2.3762885121246353, 1.6672778714517815, 1.1738674085109577, 1.206091416724474, -0.1614445108436654, -1.7497917949984252, 1.7245601615033452, 0.7709547035255039, 0.2225839374768541, -0.19101335460974003, -0.3567563787291494, -1.0137686099526397, 0.6246396517275798, 0.1765510392520153, -0.36682484234706214, -1.6687091043877182, -0.9720050199240378, -0.7313877579146661, 4.123648975672573, 0.20683904973931894, -0.6549453705233212, 0.4425401593356783, -0.7062945207618636, -0.5303264161725875, 0.43901504609135766, 0.48029598709478866]",69573341951572.36
4,"[9988.47454368936, 3720.7482251055317, 139475.6991931414, 0.4595959770669083, 55630.002434921684, 17179.140645842475, 56310.96943028203, 13861.144268877852, 0.05959696115907934, 356220.50545327953, 2765.023851079496, 2497.864274318368]","[-2.4817884441683518, 1.4138855553455878, 4.493585884555212, -6.104954439853527, -1.674340473874002, 1.8406667103369985, -14.814692153314475, -1.2272215466403327, 10.636446540997955, 1.6647402240806222, -3.5791179810002602, 4.579347869889169, -0.9665751206195788, -9.916832531919411, -4.099418269792384, 1.5629831628194204, 3.2883188025691066, -9.000420515514248, -0.17872403387407293, -4.035667115265746, 5.364808133728377, 0.03365956115801049, 4.162012283068292, -2.4566378428402587, -7.309378155822911, -0.5731856641800647, 3.106767753862117, -4.137792778221161, 0.18553308502241922, -0.7583447497518745, -2.2775931902977047, 0.11510218269406311, -2.429230282496517, 0.2818725285487098, -2.1524908116086774, 3.4845650826055374, 0.9517675866209169, 3.6958105760647464, 4.8907232750288205, 3.8173557992573786, 0.012761073359476124, 0.9110052270829462, -2.452739014156117, 2.0856595581651867, 2.249460377135829, -1.8557361632501859, -0.9096866863821068, 2.381513462829736, 0.700503670139148, -3.3625463387818484, -0.5108232803627946, 3.1256549417315895, 1.306224793168554, -0.4402702823476205, 1.2401432080303503, -2.0284462344019345, -3.5107758485174214, -1.9214461456743845, -3.0423029997628994, 2.4268112397387736, -0.10127560708390332, -0.13223438745217878, -0.9923926527671496, 0.8904490552176619, -0.649753023071762, -0.5739441540890164, 1.1538453298472588, -1.2359893687656935, 2.078450972648972, 0.15054544472211256, -0.16352487788009995, 3.056435053714542, -0.07862639707225991]",78605482559939.55
4,"[9988.580099523999, 3719.9955920649113, 156061.34210312666, 87722.69946712328, 55630.73455090657, 52487.06844214599, 180829.11629353458, 13861.033603561034, 107643.39625314708, 10799.315453368461, 2765.148278978808, 2300.011308665176]","[-2.9894927140563654, -8.564209388069768, -7.117816185251833, 0.3584585431603849, -12.352960952013646, 4.109909180276602, 0.6386984752212248, 1.438752811124478, 10.139006073006225, -3.6141371694289237, -5.815245441269102, -4.707226744556322, -5.963818797060543, 7.507776484222631, 11.265604227589085, 2.009092917314139, 8.105212033293748, -3.9408318063073167, 8.55684227584237, -1.2326034188417465, 1.639295284714067, -3.0326902940196288, 2.88025696925452, -0.7581360447550411, 3.1838517489967373, -6.922307168297835, 1.2119863337440535, 0.9056281359793376, 0.606211663801016, -0.3815458592512522, 1.7980314522804495, -1.114291214202729, -3.7083088845543664, 2.22741656396585, 3.3032267548137626, 1.5509899370240927, -2.048358907957281, -1.0001963708731794, -0.12553948346538804, 3.059510070111977, -2.5519279901365697, -0.6374971780637843, 0.1910502350581022, -0.736250344160245, -0.7770111415958115, 2.866855347308855, -2.7487803031762685, -1.5881674866246065, -0.1114876653304162, -0.27400025663828864, 1.401855291603201, -2.493053693539518, 1.449868582156212, -0.5001300328284897, -2.4891972105873266, 0.8750645954142112, 1.7875166820079966, -0.12124740281110882, 1.4192984098385413, -2.931618851593719, 0.8022369596289819, -1.1619986211087714, 1.6382248307756604, 1.2930595949120207, 1.1962447834129268, -0.5428942273905316, 0.19821307321929676, -0.5855157670602935, -0.417234416043333, 0.7496837391212905, 0.6078550828958483, -1.1524217782624422, 0.48840106433115227]",65585160920226.5
4,"[9988.474543647832, 3720.130933761177, 149768.13571977612, 1.3698321682518826, 55632.3072945396, 52487.06775754505, 165795.36603819093, 13861.028579393691, 178110.24937871567, 215286.79137502785, 2765.0570218732973, 2300.0740456064077]","[-1.7690906685482035, -6.380939164365076, -1.4653472384171145, 1.7400737646832667, 3.370516822711779, 0.3505843444444874, -13.607814769315832, -7.4143499577956735, 7.8041944972297355, -1.751294834188371, -2.2509443835359586, 1.795773801675115, -2.1070548114185033, -8.537369300742078, 2.36820763368268, -6.892022605310841, 4.121714742580458, 2.4876611035424547, -0.9868788402170604, 0.6764319384921862, -0.5676714046980162, -0.5651696826712873, 1.057156163189136, -1.173271528002586, -2.7282874958503784, 0.08741560326718474, 3.0738826346424437, -4.680969786165967, 1.7918577930743067, 3.328991145223478, -1.8432370811422083, 4.738797967689442, -2.2038221798186313, -2.0777473788029877, 0.6051384594054519, 2.0819525789116127, -0.8342933919060921, 1.182170998607747, -0.3118919447568182, -0.7614252562139149, -3.755065223233944, 0.1512794109901959, -0.8881619843641576, 0.0800205610172185, 0.2025461511274705, -0.04662350037379794, 0.030775487487869443, 1.2775638704005219, -3.62876237921866, 0.35598579107191497, 2.6078267869872698, -0.6964435117365327, 1.623693562584372, -3.067290362664866, 1.3799089846971906, -1.236592176548897, -3.1480005395269695, 0.7986718790591801, 2.321450914438753, 0.8244379045621443, -1.421697030405543, -0.03296320339827642, -0.4140021255663102, -0.43830046570649034, -1.3481993875965161, 0.7546769821146112, -1.8120568057409001, -0.15141059789056924, 2.0216997666873064, -0.3636947627599934, 0.711087047367772, -1.2808969933992016, 0.03423535418288818]",73199456777756.14
4,"[9988.443133804607, 3720.130933886972, 139475.6837989326, 14959.087552655421, 55630.038475042544, 17178.28835357194, 359745.2044866002, 13861.144268430067, 0.05245785864056313, 212824.63672933634, 2765.0790433428397, 2300.3543047127982]","[-2.51073370515273, -7.910845722318125, 1.477654945810665, 3.022818692816786, -8.114333496195446, -10.58861360680793, -0.7222864484210936, 3.136677375355822, 12.336763141794245, 6.3988504032676685, -5.875864230788685, 4.052289271958503, -3.0354095651593562, -0.7126262834148455, 5.669394494268085, -6.271858891393297, 3.1539454775301046, 2.044967292574978, -6.905413816284265, -1.1361911007741612, 2.223944282798137, -5.457854490186084, -4.957641499743071, 4.94826221082119, 2.107940814763621, 8.490180754464726, -2.826217582830695, -1.2383844138812377, -2.350330313993587, 5.130912640441172, 3.93261264124215, 1.4259038374899435, -4.788822468318354, -1.0501473121343174, 0.1713283849622076, -2.0721733431362326, -1.6483924547989106, -1.6667399002522518, 0.2589498363126795, 0.8752233418441799, -4.480176021569467, 3.984954393606516, 3.095871441956347, 1.6863008820386434, 2.253687733994616, -1.0757069243362412, -3.174995513926339, -0.5818882905401066, 2.900360163084091, 0.24499820862171592, -0.21493529122898977, 5.548233726048096, 1.1531829168336243, 2.3417378566102443, 2.0246941143096184, 2.261937831138927, 1.9705396300933602, -2.439862318935646, -0.5906351465088632, 0.19125982244633347, 0.46573672848261904, -1.183715492139601, -0.034656878213493156, -0.38388958079100105, 0.32631951418620087, -0.33356553167655256, 1.6334342550319514, -0.6759459816318374, 0.5855263242178496, -0.037327834338351726, -1.5385707539764417, -2.3877383251967963, 2.143911879032089]",71960640863447.36
4,"[9988.580356643623, 3720.1206777273965, 50286.99310379867, 5245.487847674136, 55630.72531187602, 17178.281364913382, 180829.11546005064, 13861.671494604194, 5399.65837854221, 81341.78259862655, 2765.05818654565, 2300.354588533759]","[-2.178861325936503, 4.00239886686526, -8.251611008820664, 6.709863633342587, -2.3082526923480464, 5.268877429849346, 0.5066679097757035, -4.549009139044101, 7.0985805921541845, -4.632724461920974, 3.960928133835708, 5.6199730994285915, 2.9007582645936063, -6.579108102160519, 1.4304342321569927, -4.657473499981008, 3.72426289892898, 0.1025627822221982, 4.375256762637516, 0.5356279349142337, -4.378056743879441, -0.6755573678918008, -1.2894659413115326, -2.8043826856572136, -2.3366825775950733, -6.336966573415713, 4.155352532346975, 2.7703319805458517, 0.8724848730991477, 2.2867048916399977, 0.29091282315029593, -0.6205319734817027, 4.1324722396237155, 4.251640790728803, -3.8365339593286927, 0.5260224217620193, -1.3759285159267431, 5.206440064102917, 2.0286669295133324, -0.6740339112937282, 1.1109978739978639, 1.693863213212575, 1.866137023325616, -3.6274583902815647, 0.7034550716170513, 0.46174154762693237, 0.12499399180352314, -0.2899145545326406, -0.3931072390908103, -1.5332773775455504, -0.6548823653351652, 0.09264482203244313, 1.0225977792535232, 1.4401909153804726, -1.5450674722037994, 1.07813107920368, -2.5134089750279673, -2.5310770222358063, 1.4384368217575767, -0.07881883701960242, 0.06777381499030795, -0.7579361734931803, -0.5558584919329185, 0.5065468182014827, -1.130117692325975, -1.1761755009386223, 0.044880844229288785, -1.5274193094417392, -1.4018138619407612, -0.07016981666177019, -0.05028431657289673, -0.015827065977130215, 1.9503534658642068]",85601465301199.11
4,"[9988.474543647515, 3720.029800403253, 156061.34173332085, 31304.96166791748, 55632.30723707988, 17178.56869313015, 399450.7386264647, 13861.344362441538, 5399.657125004851, 236244.75746040948, 2765.0581865446056, 2300.074057361211]","[-1.6203993478364078, 0.237874112599567, 23.088627224361936, -4.555606819630902, -2.107180553313894, -2.0437773290189973, -3.233892475225779, 3.9271780358738195, -6.199363358800884, 0.2883329491156542, -0.604562149557356, -2.735701784938936, -11.078498715552954, -3.9240484660672212, -3.462658934953217, -6.814396868595888, -0.4968499989394797, 1.5912187959868513, -5.949076391707673, 1.8119026263968225, 0.24538876435565782, -0.5790863238542923, -3.1659486977098243, -2.819498494680501, -4.418845888155764, -0.4627599170247876, 4.122761209261828, -1.9399705424599738, -2.249300870862219, -3.272487884214476, 0.5745991374278059, -2.7662018586663475, 3.644682404583746, -1.6153097868377881, -1.0958284854649922, -4.09688619873851, 2.8531831797396188, -0.6622181415723929, -4.026312929010512, -1.3842044342517148, -0.9321282220994237, -2.88140932338541, -2.614729043268029, 1.4198927402436332, 0.6134515239145186, 0.8447546359235145, 0.9612005617034345, -3.303756237958902, -0.7546484060658515, 0.027543846906986545, 0.137673729686732, -2.1686793386597603, -0.4488019076323796, -1.3548834462871686, 0.16027028199034712, -0.9993414322313682, 0.9387546657000057, 0.6235468177667566, 0.053218823978939775, -0.7464233312069466, 2.9315448160240183, -0.012222907807975312, -0.437346296767692, 0.4919556315508593, -1.364278317462322, -1.4220960928753699, -0.07323391769778474, -1.0012817949640889, 0.6069462194222993, -1.4881023588455944, -0.12889385502472972, 2.0960857140362577, -1.1305039794811524]",67422618916312.05
4,"[9988.580099660505, 3720.1309304574356, 50286.92503275734, 1.3790441631571804, 55630.02104981808, 17178.02846609018, 359744.9788841531, 13861.05859298382, 5399.638489270681, 356220.591852919, 2765.023851129141, 2497.864413409635]","[-1.9690900236769275, -1.1200029656905, 6.86165941366136, -5.767017659473009, -9.818125105040945, 6.731711829562968, 9.39520229606909, -4.149839342785781, 0.5980845677677049, 9.323957460686197, -6.4444241442639925, 0.4588899711751647, 0.8695847655413654, -0.563291341847015, 4.528105119879863, 4.347950584990538, -0.607863703810082, -1.0249962391411516, -1.1350187895533956, 0.09359917070619586, 0.9880136082656541, 2.51902812319302, -0.1743245703322991, -6.034933304859511, 2.5639882289089173, 6.0586885298642805, 0.5937673481164452, 5.882670751941992, 0.41015694724020174, -1.5575137126291767, -0.9093744840241544, 7.437602250310486, 0.6010645833863753, -2.666252000708947, -0.5251899925070185, -1.0131785301011167, -0.6699157661838916, 1.9942860186251161, 3.461389611652942, 0.6492206287040807, 4.16503529241293, -0.5332883269683478, 3.972665233917787, 2.0659350976293367, -3.030874827260317, -0.22619616870965314, -4.992602854467508, 1.8187012587255091, -3.527092121121158, -0.4304791641694546, 3.364610621658152, -1.0793126283978716, -0.34263647449569956, -0.31445651106735534, 0.03204741607992277, -0.7353859421540294, -1.9471280678090246, -1.6126164702109667, 1.5449319300500177, -1.3622544406115265, 2.063780960492647, -0.5580410191281051, 0.017155746062218438, 2.2169697028096675, 0.2959899020879397, -0.21199395510547056, 0.6033563729365572, -0.87162833410825, 1.3919201021529253, -1.3903940574814873, -0.8834318872909178, 0.42037982392934997, 1.718148785092308]",78805570898089.62
4,"[9988.474543647832, 3720.130933761177, 149768.13571977612, 1.3698321682518826, 55632.3072945396, 52487.06775754505, 165795.36603819093, 13861.028579393691, 178110.24937871567, 215286.79137502785, 2765.0570218732973, 2300.0740456064077]","[-2.9444104070600443, 14.380807770101104, 3.54006912694254, -6.628641585560465, -4.636260383196245, 7.250178555219834, -7.67966959696691, 2.2240179248941834, 0.29926311941081957, 5.78301103139277, 0.6847380465449839, 5.76195281503333, 3.9250625519954663, -7.432660063407784, 3.839294532272973, -2.4146286190946222, 3.015367105174571, -0.9996465061692803, 4.811575372376453, 6.194198303641682, -3.087860016001195, -7.293524012956384, -0.8671338785858205, 3.4706205558096026, 0.16805570920851426, -3.5513482078799665, 0.6054262480186001, -5.134132581978615, -1.1073083592355502, 1.8674107168486267, -0.5564461220552654, -4.991036803000659, 1.8177179939139954, -0.2698378674743933, 0.2772586538441554, -0.24891303748186477, 3.9165649585061573, 0.5321378338493994, -1.2719597013061898, -1.5482370612394663, 2.460699036933653, 0.38576700263168995, 0.42922570454625625, 0.8305858854286517, 0.703511561940165, -0.6397869408973734, -1.7774423616089554, -0.33823566687354184, -1.9368017236775792, -1.1790227709804453, -1.4813563669861425, 1.037878258002873, 0.2098720271951495, -2.2847196331287187, 4.293495081456582, -0.9833126329436589, -2.224390244177046, -1.3818021442842288, -0.4525731180784337, 1.7225670957239967, 1.023612767774936, -1.2410583314177803, 0.5188859353659245, 0.6010641901874763, 0.7826831538903843, 1.838176195997009, -1.5124329405042687, 1.9387146021577168, 0.9025717261379604, 0.2157764828076311, -0.9370566954910942, -1.0417749771523617, 1.3174985560008359]",69734042975407.766
4,"[9988.619986123478, 3711.8256008729422, 139476.25538189456, 14958.258360442765, 55630.07956090486, 17178.33318368769, 165796.83111651512, 13861.03360518966, 5399.647411027877, 102252.91553591908, 2765.144557638844, 4097.696999136255]","[-2.482488670831458, -6.746472497943311, 11.160844269152493, 6.832643116198302, -6.839081829726707, -4.738701959858185, 3.1587366884902033, 9.94233684457196, -3.8989303207156905, 12.810749264573818, 4.0831855005903845, 3.790305265112155, -9.823581898916293, 5.142277272697593, -4.298747978423202, -5.7184528215389925, 0.07075974722029119, 6.448767389134058, 0.048882469601588104, 2.159401165937884, 1.693848447256079, -1.0653655963506274, 0.11382160500755997, -7.826043807781619, -6.721220359625197, 2.5602925030359946, -3.6736301688049746, 0.8325655828387958, -1.1439380722521457, 5.30679021322046, 2.0492641366311557, 1.1184299711749957, -3.154999283229132, -1.5626140665951944, 0.6755007805829742, -3.6292355549421638, -3.252499120806645, 0.8534769404109951, -0.7159109700816367, 1.5061506380698633, 0.3815492588206736, -2.4199517981695724, 0.29351120723551644, -1.8143734585050937, -3.0548863146203975, -2.212569542253668, 1.9613515290577583, -2.500622176062968, 2.502644052198739, -0.5224314543330625, -1.7354361114304946, -2.0502066387476563, 2.7156217289225166, -1.5752353118572069, -2.4246756783690797, -3.4777385173385365, -1.278810625019696, 0.5832293405450241, -0.600771808490969, -1.4373372352718505, 0.44376643564277135, 1.9013965041240175, 0.603416641238304, -0.2560112536868897, 0.05247931873222056, -0.04053474722094134, -0.302188906432129, 0.27548393564084267, 0.9479348196108576, 1.6532546514778055, 1.093532115832286, 0.7223802219862555, -2.8678937132838356]",71998313982628.72
4,"[9988.58035664138, 3720.1309337882417, 149768.13558173287, 48010.952089228, 55630.01021508604, 17178.5687153536, 359745.2036515385, 13861.34436243962, 106412.3052555203, 10799.31492729483, 2765.0325372387974, 2303.3142079645463]","[-1.9279074597035082, -3.350674494165977, 2.6813532172594123, -13.530614391295856, -0.5359189642961804, -2.9414643360361934, 8.542673073763838, -4.391202628127307, 8.969130938769887, 2.870439364481749, 0.23461173619548253, -9.819791932844383, -1.4302333304110308, 5.486465602926936, -4.257855033030982, -10.651934271599927, -3.6547034584603044, 2.070594330034408, -4.255423230348629, 4.673814033506125, -7.400218972245695, 6.217746243890889, -1.021409634118888, -1.0410869098947928, 4.41574775863309, -1.2393408042586787, -1.7760787189631377, 2.5868056704599414, -1.8086581044000642, -0.04377818629129827, -2.774552632457421, -1.3990576415207678, 0.8925853032179826, -1.5095436228024333, -2.4845817938588195, 3.795768700185551, 1.3325416261292893, 5.4508547532115434, 0.8453803347225108, 1.6764692882043613, -0.5174486778889665, -1.9272597038151495, -0.04977479917279243, -0.7616134502164388, 1.7516724299558306, -0.5546659039220937, -0.6850015739420251, 1.5465089334234339, 0.10276520256699333, -3.204653908536614, 0.18523996513347762, 1.045247908070013, 0.9335581012992, 2.462725314168195, -1.7878700063428454, -0.7613304707197335, 0.26158652078979333, -1.6719783617409607, -2.1365970303373896, -1.838506221689841, 0.24697495975659242, -0.8201080760917159, 1.5513804262213953, 0.2871392226164225, -1.5147744287980076, 0.5022792385578181, 0.9866301632161619, -1.6997148138484337, 0.7895733921263063, 0.02616743964915291, -0.7266220025135177, 0.35048902869153414, 2.1037234415055517]",67472811599590.55
4,"[9988.590862639237, 3719.8712965417467, 6867.957697342992, 5245.524069487892, 55630.035338739166, 67007.04212465335, 56309.537417807995, 13861.671494508562, 0.12610744461072593, 215286.6526239455, 2765.0790433970697, 2300.01107554645]","[-1.265127320489904, 1.518237121943327, 16.126665966218074, 11.209090425182165, -8.109740446522526, -1.8182870297810008, -1.1927179155751573, -3.280655787164157, -7.990467619453165, -0.8633317107511147, 1.5756008283536989, 6.961047361438474, 4.351994542916282, -3.34576918953503, -0.8974484330485939, 2.6738923734786906, -0.051195626666535175, -1.516553487238515, -2.625791713350388, -1.4453643015850215, -5.505173178179109, 0.5888664801537996, -3.0215440983635586, -2.726721505832474, 5.513329079478114, -1.2925634998864821, 1.9111886582528759, 0.5644414916502732, -2.5329595509780987, 0.5570129675478617, 5.531066327536234, -1.493218436980784, -2.4526568281751744, 1.582452564888889, -3.9924531407088226, 1.4381722824875611, 0.1188977993022226, -4.218134544060821, -0.7937569114099527, 3.368178751310706, -2.249435170055982, 2.0050103774787646, 0.6804133290668629, 2.32899426708144, 0.6884675364243572, 3.592813380338466, -1.3107340036161184, -0.7888117821405105, 3.338673531857218, 0.46742232435810743, -0.20342616870277272, 0.15789081726490967, -3.0266038307794845, 0.5760745512203952, 1.815758995647755, -0.09943898746434927, 1.3308328535588279, -0.43905632350896057, 0.4404505244379875, -1.2644300528321233, -0.20215131749695558, -0.14174274677024687, 1.1276560802502484, -1.9428341090921846, -0.6435817359347747, 2.7180761056273295, -0.7668159556309747, -0.5534922027019802, -1.8503908589497733, -0.4491077920741439, 0.31945842257315255, -2.062413478476947, -0.802170875034484]",85988257972587.77
4,"[9988.58035664138, 3720.1309337882417, 149768.13558173287, 48010.952089228, 55630.01021508604, 17178.5687153536, 359745.2036515385, 13861.34436243962, 106412.3052555203, 10799.31492729483, 2765.0325372387974, 2303.3142079645463]","[-1.6058535620906387, -3.1138204960683638, 6.341651857986164, -10.404132150620427, -3.2460032866024826, 11.85149474701467, -6.108178861307163, -2.396302766582999, 5.487636831711141, -4.5127666276793, 1.1458664062733885, -3.6617737823910903, -10.260544015872181, -2.843985679349647, 0.5377532706075163, -6.746950223923802, 3.8753397822609803, 4.3445306101922005, -2.8306463375783415, -2.002442185646826, -2.399057016184104, 1.1825291552351136, -5.503977222727646, -5.202603243942657, 3.466459659044133, 3.0207664879072365, 1.981034221634048, 3.9303708193247116, -1.0213808176467836, -0.15699718042239857, 0.6580384113268789, -2.895711465448808, 1.1921273885577652, 3.066077364016777, -1.2541749171146392, 2.0122779956812717, -0.9494181894207852, 2.362000641294904, 0.5546096760209508, 0.6040323267173638, -1.9588577080903644, 1.136477145848736, 0.7068685518579584, 0.6676484059228105, 1.1207009241907782, 2.0127492288307667, -1.7678429400212732, -1.0713103086635716, 1.6046446568181847, -0.6639887419354434, -0.7123598604357554, 0.4601522251486914, 0.7736635520313695, 0.8926720112759122, -0.801989840407993, 0.9896655579859954, 1.3791877800950088, 0.8591449022144357, -1.9307703921955572, -0.5491486266718072, -0.5610778618901033, 0.786197022109847, -1.0211098915013856, 2.201567775893803, -0.2622473891891397, -0.8631224660337969, 0.8830234976854588, 0.6734836042851668, -0.029863620158793003, 1.4169568404805106, 0.3369753853415524, 1.7472432791884547, -0.11752929316309117]",67523711463637.56
