i,v_i,xi_i,Q_i
4,"[9988.580099660505, 3720.1309304574356, 50286.92503275734, 1.3790441631571804, 55630.02104981808, 17178.02846609018, 359744.9788841531, 13861.05859298382, 5399.638489270681, 356220.591852919, 2765.023851129141, 2497.864413409635]","[-2.3901836107114125, 10.033740776554088, -7.907596465005432, -8.421791486250536, -4.802443389785879, 1.8135744314794051, 2.3157342276853194, 5.177051502845795, 3.8581064703227343, -11.04778599462546, 4.582971574338616, 6.947972472532144, -1.2241890690673447, 3.475565712926597, -3.735124084447704, 1.1065269222285554, 4.5789332716424145, -3.3208570561455684, -5.886208036692136, -0.6360091006809476, 5.49521790220788, 6.57956788993674, 8.850871193508025, 0.012202614209759875, -1.047496276960214, 2.153807877771658, 1.070870315183421, -0.5097898965016409, -0.8078755991282115, 0.5005604320243674, 1.6298286495933734, 0.9788893161207582, 4.335825091001074, -2.283045247396387, -0.3973195700806067, 0.13751512971211088, -3.312877613804599, -1.6552265972486568, 1.4220614045932893, 0.9365519536938096, -1.2264589393027887, 0.13898179482457465, -1.6186426925830129, 2.78512046211988, 4.043799943635007, 2.8097458501867307, 0.219670373408616, -4.15935934774377, -1.779726263488001, 0.5685096541592203, -0.3727904025460698, -0.6125182161811179, -0.057279774552126635, -0.016507798627451935, -0.8346929014266248, -2.25750130303375, 1.6705826879489107, -1.2856293900264837, 0.289183225172888, 0.24469953461349844, -0.9498772137651255, -0.16544204969505882, 0.696096801063612, 2.0201624576844477, -0.6256746708470434, -0.2670965916505728, -1.4891043016463563, 0.9959340472133634, 0.6775232255263979, -1.796860320148888, -0.9787923211720002, -0.714272998212646, -0.4718249391703604]",79898366518668.0
4,"[9988.580356814247, 3720.7482166364593, 132363.74810077142, 14959.703196902487, 106997.99702944435, 17179.005848324086, 56311.29017581226, 13861.177626594139, 40670.672779058186, 10798.516708174197, 2765.058185977179, 2300.35527504556]","[-2.6807279259023744, -6.850232207744604, 0.246610867088496, 10.570948223799327, -5.686829188947113, 4.0274631273557056, -2.279652414948002, 9.060003356076097, -5.085779886725359, 8.018644494697075, 5.097931489908336, -2.6982676305772255, -13.35177451284655, 2.402679188593432, -6.5794003731589035, 0.6535984917600088, -1.0057960102366998, -0.3966386268179244, -1.4570943927543334, 1.6377645215929952, 4.078930383911642, -1.5032499655448601, -4.531794189224312, -5.976912467620682, -6.763498767963086, 1.618732494904079, 1.0942244793175275, -1.4299506938202207, -4.656455189787078, -2.175626283213584, 0.5427272676786439, -3.179943160684261, -3.949139796092255, -2.856138440112952, -0.7069344292725718, 3.4725638110192603, 0.3372348500851537, 0.5597475370414369, 0.5206574383905639, 1.1806507382120797, 0.4015763518278116, -4.944345102968648, 1.7575722963310498, 3.0143431685615587, -3.3941207207001756, 2.359956529019616, -4.95617994154472, -2.674214501282455, 0.8613205656933912, -2.4880265446972323, -0.5843812738884463, -3.600771629200688, 3.9075971116311874, -1.819024184408511, -3.7800836757484015, -0.22935093148866806, -0.4019359848319513, 0.12293979116286066, 0.48341476675278205, 0.124917732840788, 3.0421248140553305, 0.7169373614789143, -1.68161155736803, -0.9179664538250494, -1.506185843724976, 0.1725252132133551, -0.002590451972936966, 1.0987991424950927, -0.14688657922696846, -0.14232488741368057, -0.13901367680192495, -0.704483535449408, -1.4139191496029273]",73695257150216.11
4,"[9988.590861071169, 3720.748228176547, 123860.53488488519, 87722.63040674699, 55630.17831740244, 17178.99472907932, 56309.20103407356, 13861.67149509591, 4.762719157734192, 215288.043629705, 2765.148278367942, 2300.0773347891172]","[-2.3515851962401664, 1.283907859174431, 11.463306622432423, -5.566721396468469, -1.750332582475672, -5.07290238879535, 4.53569460790934, 3.3915182739845164, -2.386278737574516, 4.699522142470125, -3.0023927165994837, -10.815935721843184, 1.040628503594487, -3.548962264429169, -7.385659820931219, -10.81410747967831, -2.971953606246693, 4.355155275250017, 2.040852018171878, 2.6668403950809525, -4.012469241858404, 5.257998000916662, 5.232610480091743, -0.3808544153409455, -1.919690231682775, -3.1984149139967473, 5.8622312433327695, 6.6604981372599825, 7.3663884396854975, -0.3513962809173214, -7.538597140546284, -4.267255266183447, 3.865315787661029, -0.05327378320912594, 1.766850207251935, -2.096550969085062, 0.04675008680496173, -2.5817895600066882, -1.2468986505962816, -1.2439208253066587, 5.9547755307859305, -1.400215776359031, -5.333078149728129, -1.9040527617002043, -0.4774572300332885, -2.7002437773247325, 1.2755388020063474, 0.7476197988462102, 1.609520436926804, -0.3379255274338404, 2.6568205108006206, 1.395611291951095, 0.0014341687324186789, 1.4011737732129272, 0.9594066900607932, 0.21352899730928587, 2.404315564468677, 0.27887278585214836, 1.6215905747632362, -1.3238093684384318, 0.4945888772516302, -1.366553922608654, -0.935925251528818, -1.397595808259825, -0.37354214270758185, 3.308448361539442, 0.9389849994155391, 0.28018338091834905, 1.343150499079728, 1.7539646219426177, 1.1949073451319372, -0.3314562932991137, 0.32167785880263217]",68088611485476.92
4,"[9988.44313385651, 3720.029802121288, 153001.35807470398, 14959.061059938089, 55633.251293716334, 52487.10166193015, 182248.9742763842, 13861.177627554278, 20776.8517992254, 0.09467230935212859, 2765.0570218753496, 4095.654060241599]","[-4.223313828311214, 3.5301623872140495, -11.65343743540476, 4.692730515709055, -13.435319413690014, -2.163811646192105, -2.38946350429919, 2.226465766568476, 5.833060390302048, -4.917841540598642, 7.721590345496221, -11.63420187255091, 2.9936438163014976, -0.35601797421192577, -6.540838912466242, 1.51015984789881, 5.273520942801259, -3.7297349014620242, -0.09094284823417038, 7.074198875200435, 1.5768219529435843, -2.7089586374522, -6.50652340553586, 9.873382328289276, 1.5938487742287157, 4.331100198692075, -1.8759074059470398, 4.811254957736985, 3.8345727639881075, 3.7136313036433752, 0.2051732127718953, -2.6670652251934723, -4.39281660875654, 0.021693667764653795, 0.28477690983863174, 3.5417704332186037, 0.3702962118466301, 3.627568622124964, 1.776803400573157, -1.3477883457022035, 0.1033584438901357, 2.334831711081244, -2.092735136188663, -2.0214309644046304, 1.9351681530638056, 0.005126118594742341, -0.2123036873051434, -1.6568078019055403, -0.6481191834458031, -0.39170049191164696, -0.36982147656925773, -0.621183252858941, 0.5618023756216326, -2.35596672792887, 0.941077071975813, -0.22131896966388415, 1.412146398767552, -2.422479378651896, -0.23589501184623832, 0.3250355082190622, -1.1683539493265576, 1.1570723594826497, 1.6084254567346934, -1.2620798665465043, -2.53028155047056, -0.802196308541749, -0.5652014423762457, 0.8708244950005286, -0.7928272486289026, 2.0709223972302206, -1.7105747257953343, -0.04902152512847859, 0.14975971455429138]",72114042040460.3
4,"[9988.474543647515, 3720.029800403253, 156061.34173332085, 31304.96166791748, 55632.30723707988, 17178.56869313015, 399450.7386264647, 13861.344362441538, 5399.657125004851, 236244.75746040948, 2765.0581865446056, 2300.074057361211]","[-2.6166716871754674, 18.33291354804794, -3.4301629500812503, -7.0983108312974155, -3.282878155649943, -9.490107936385813, 8.210868856203614, -5.103950490459623, 6.050655164084352, -7.511638566259392, -4.970017936122069, 8.218687209400144, -2.5516911844675025, -5.163751059121254, 0.6572594324023481, 0.09427464924508244, 2.8153640774531263, -3.7586911817825213, -0.36742881810999295, 4.672033090138674, -0.7574192345172625, 3.181422962934042, -4.9848082252235875, 2.6546235761488335, 0.9929117184100907, 2.2928016762263925, 1.7259237103179863, 3.126568500564475, 1.4601311585757586, 3.7740742588866496, -2.4394481413289166, 1.6291253903781606, -0.2167140488319324, -0.9255767226496274, 1.4160118974039875, 3.2239545631450652, -1.2130533567020039, 0.5787453400931061, -1.5805672688827306, -0.36856375387234025, -0.8498414322157991, -0.9585884298899705, 0.2604979441727988, -1.575476126057053, -0.7761946839652227, -0.0745151635480609, 0.9122655979782774, 0.7238371295147988, -2.580081128435247, 2.976015916818976, 0.24037397225008622, 0.36211797547416646, 2.0915709146858825, -2.380823700537008, 1.9396214193184185, 1.3922113186681417, -1.677378845318669, -0.05293162369724334, -2.3625762810746367, -1.263251181734407, 1.7685392446770392, 0.28645191146835053, 1.0198283000764277, 0.0022978256164649107, 1.9217093442940478, 0.6046551458041484, -1.604893550649052, 1.7171556836071267, -0.04465408137110281, 0.15300243723003165, -1.1871422420159516, 1.394914600888687, -0.7399678161241083]",68385881518857.94
4,"[9988.474543725, 3720.120676519025, 6867.903769674176, 45171.21543989178, 55630.720102939296, 17179.200776864924, 56325.40757786976, 13861.07682961691, 107643.39929739122, 356220.4923004149, 2765.148279021731, 2300.073097186887]","[-2.1798940735273966, -2.155531804680052, -2.231113755974353, 8.602360277507625, -5.49847931615193, 8.719430717059737, 0.653129251269254, -8.597753703932733, -7.783725085687067, -5.16507778646729, 4.562887655009517, 1.0301819048777483, 4.5312300036654864, 6.294943194019335, 6.707048420242742, 4.63534619623309, 0.6040361121990288, -6.471497629658747, 1.9028851303604761, -0.03913572919276283, 4.591213610264078, -0.029728997804803533, 1.8465795786689025, 2.8577773754205396, 0.7954718362992871, 6.537062112114061, -0.002567070775162794, -5.341933975219021, 3.409077456746932, -1.3850520182074313, -2.462107539259014, -2.117244930045113, 1.1496260230101527, 1.8526637208762464, -1.1190980302890399, -3.0144232718482993, -2.813602557047387, 0.4252799049384508, -0.5324715026587415, -0.9719613786124663, -2.2576568346303976, -1.306754713052351, -3.288105315793916, 0.49263750945383505, 2.8897801666823475, 1.7220749005842917, 2.25768150136362, 1.8648978371192224, -0.548811700854512, -0.4153618303997913, -0.7735199923955904, 0.37049410937654426, 0.6667120173644495, 2.7756860988458483, 2.0317783047935762, 1.2840555818606234, 1.9540632440977153, -0.05714787236100008, -2.2329558089342934, -0.9780637187482434, 0.3202558180032225, 0.49031637916569326, 3.0671041790352582, 1.7218922164235304, -1.341199457729765, 1.3175589385041597, -3.412441648067228, -0.981298687176052, -2.1082060403114697, 2.3685337712927512, 0.6688721187098491, -0.9019463707262921, 0.004977255853448859]",87253665552272.33
4,"[9988.431920386854, 3719.8698487494753, 149768.24688076478, 1.051342787789686, 55630.54470614632, 17178.90047518425, 182247.83211975038, 13861.671492235666, 40670.77447356484, 215286.11939353828, 2765.144557502882, 2300.015042645041]","[-3.4211391497726464, 14.173674933418823, -2.8810586234478817, 9.53125047868643, 3.5495704692321843, -9.787586328627203, 4.317357151998089, -9.590702836915742, 3.263681288572397, -1.0625036276386561, 8.579676234053565, -6.212777030672253, -5.741920186337932, 5.238827264335442, -6.602884366678318, 8.08522414793302, 3.1436926718035836, 2.717476691008034, 3.1289049249292935, -2.168141564865445, 4.101639070100348, 2.9211671245505637, -5.813856569353043, -4.237555289797053, -0.746048629602068, 0.9163581416042953, -1.0334494219386783, -2.640629864948595, 4.370713608464306, 2.8049280687726084, -2.5922763170315926, -2.1919839182253966, 2.9983570891696005, 2.6150278233757267, 0.2999324421118548, 2.487113463802025, 0.3544508529413712, -1.4275177947993647, -1.7413443102640418, -0.96356410744834, 0.7919652168066725, -3.0792786578124294, -0.34288818650242153, 3.1391450467222803, 1.4045481977216834, 0.6109425317042018, 2.4085720646000004, -0.25720017495870917, -1.7711357293501746, -1.7224780858077249, -4.076172743331641, 2.4434487421282833, 1.9469157032368476, -2.226789597986875, 1.70519164001845, 1.9854026088537213, -2.8002396972737014, -1.3683976709734103, -0.5247165844013125, 0.1540360301091679, -2.217610163851636, 1.0533166701278331, -2.331655862545396, 1.0691567559852164, -0.514254501268366, 0.7834375587446956, -0.9281875853767598, 0.4775272853381485, 0.5580365551635464, 0.4612427655690967, -2.5212027632230662, -0.612415364251301, -0.04448660530202771]",74906331812970.1
4,"[9988.443133804607, 3720.130933886972, 139475.6837989326, 14959.087552655421, 55630.038475042544, 17178.28835357194, 359745.2044866002, 13861.144268430067, 0.05245785864056313, 212824.63672933634, 2765.0790433428397, 2300.3543047127982]","[-1.8089218385737664, -4.39433393990833, 0.8845345143491297, -9.943605155766521, 2.995502415417125, 9.861070920304282, -5.405089850908485, -2.095220763174705, -7.373390993649367, -4.610835285961507, 9.044379443797176, -0.03741167133375677, -0.8019934339013829, -0.67939406137808, 3.3591061351848475, 2.116383081831541, 0.3283942223409089, -7.983727672153061, 0.027610081815853633, -1.2598007035332008, 1.8806231079158509, -0.4576016273442533, -1.9957278046256757, -2.5221500599258997, 1.556196678088478, 3.9801936958729214, 3.1440376173352877, 2.0262114569185963, 0.46796424843339124, -0.22418621209398654, -0.5760979758951126, -2.4549173098904506, 0.9515266251711386, 4.702833869391743, -0.20504660305620487, -3.6471855984784036, 2.1177790002546226, 1.564273520933256, 0.6943501372924188, -2.70035786766994, 0.21819333964065396, 0.7030494544048008, 2.052013149512407, 1.5728946191941684, -0.6419802698638065, -1.859785102316126, -1.3144762347100576, -0.7304509771131578, 2.7871128263871268, -1.5984752627463505, 0.5881294906652329, 2.4890462558667292, 0.3595268302196649, -1.3626533676608317, -3.1102659007010716, -1.097823107475072, 0.9590450993631207, 2.213342879795551, -0.2157495465608794, -2.0998630363651882, 1.2852485702302725, 1.5197602193627557, 0.3979225777471632, -1.3209129895078713, 0.06543679668934213, 1.409602792974343, -2.771726274317342, -0.2831732861871816, 0.5808779449256041, 1.2860966170103847, 2.254542347074654, 0.6776159094339175, 0.8144656810663132]",72772477803330.45
4,"[9988.443133806994, 3720.748223792543, 121698.74373154942, 5245.423846267897, 55632.311235321366, 52486.9899733318, 56310.980373006234, 13861.076829465466, 0.09210833692957981, 356220.58795572235, 2765.03636762616, 4095.653994183706]","[-3.2280844283650647, 2.295940037340849, 3.7769116236029814, -8.22297016245866, -6.707995256494358, 10.369455439487295, 0.8936034274513939, 4.155325691135514, -3.9134122427771425, 2.942224721374393, -4.717573935320756, 5.551321518846082, -3.872683461275552, -3.1773089052012926, 3.1001548861399177, -4.538568653613076, 4.2641082409821465, 9.385636537935625, 0.8821458975893399, 3.000664624059114, 3.243393726042363, 0.46684942182568634, -1.9397309086878551, 4.132420569873047, 1.8065693053126122, 3.6669129176245074, -0.044400123250125496, -4.343730889698938, -0.4635523604310634, 2.5852139100172384, 0.31002756304431317, -1.5573565131106069, 4.328557312976114, -1.5962208977983963, 0.6056048203444637, -2.0019760283290573, -2.3787401714426113, 2.517104764744254, 2.2766796150242246, -2.2523784668313467, 1.8067089060807808, 2.74561309906753, 0.7907071543048103, -0.9409904258042976, -1.4196027043263364, 3.280447862999349, 2.025531891651665, 1.1248082405728634, -1.726070521551895, 0.9562403963638285, 0.37607462182672097, -1.3564348429185942, -0.6932145167422441, 0.49388304604988453, 0.8409171879117678, -1.36157451525259, 0.7960467275077907, -0.26667657483012924, 1.8599112287580366, -1.0803972334892873, 1.3119158274875768, -1.0136349008935075, -1.0809376074239212, 0.5195140295725493, -0.009181154774994956, -0.42941697850120353, 0.8544177132794014, 1.7343640893847705, -0.9019050701892487, 1.4474362779324101, 0.12030108757358396, -0.9697308849806627, -1.6595984526716798]",77751084457731.84
4,"[9988.431920386854, 3719.8698487494753, 149768.24688076478, 1.051342787789686, 55630.54470614632, 17178.90047518425, 182247.83211975038, 13861.671492235666, 40670.77447356484, 215286.11939353828, 2765.144557502882, 2300.015042645041]","[-2.660407646743943, -2.5861101817756182, 3.2321125525617704, -8.699243141365331, 6.382949493795488, 7.658406052810358, 2.69537744066625, 0.8998156887925046, 8.726734803302529, -3.448789709468557, -2.579578821745973, -4.749543168396145, 4.44616449914562, -0.624998836484462, -4.740317584497426, -2.419545421707648, 1.2891240820786014, -4.520797518112478, 2.2785126731225778, -2.8423527544485503, -4.141916072647049, -3.6689413351697384, 3.1752125560829807, -1.864247409092962, -3.3414514181349433, -3.8203323253460364, 0.8665509254387747, -1.5750035568297813, -0.6220796711760125, -9.258493404993693, 4.097816044284714, 0.5723305522642124, -0.8977300818247083, 0.9503722077692458, -4.5352660423721565, 0.8113357930714632, -1.6439442535482451, -0.7140871956130038, 0.31568211497186655, 0.5069536508434722, -2.669526836839114, -0.6862963549755314, 0.470211612057225, 1.5647765449043773, -1.0762342035609422, 0.2486270734347216, -2.8623329758651868, -1.5988234332720943, 2.8011513386771774, 1.5435695196041341, 0.31296836121723, 0.856949536733765, 0.8797455819435952, -2.7922032171038103, 0.14168031842079226, 0.8344949684568521, -1.273225431660639, -0.9629644700189078, 2.117506698201856, -0.503649354750912, -0.5699006139371983, -0.16888432450346852, -2.336347188992307, 0.4559540526643991, -1.5589280764234528, 1.2512254028820287, -0.9348465882798183, 0.021807431834093366, 1.6683085797562527, 0.9463603545611863, 0.3964835224542765, -0.5716446364850953, -0.24082151270304047]",75919121255095.1
